asset,mfi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
aave,16,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,17,-0.024580868883860796,-4.582575694955842,0.0,0.0,-21.0,0.024580868883860796,0.0,0.0,0.11264369230807673,1
xmr,17,0.036961171606165966,1.9852242105471027,4.022021806910415,1.3841366733819382,11.741827686810131,0.07205274489631629,0.45454545454545453,1.3841366733819382,0.4261639115820971,11
aave,17,-0.08266823818998403,-6.418770443491251,-5.0,0.0,-21.40532691457443,0.08266823818998403,0.0,0.0,0.27568218547258705,2
uni,18,-0.009504263081086872,-4.582575694955838,0.0,0.0,-21.0,0.009504263081086872,0.0,0.0,0.043554004993854825,1
xmr,18,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,18,-0.03258458233277162,-5.230634290535122,-2.4696374033507014,0.0,-21.073410914253387,0.03258458233277162,0.0,0.0,0.1312782073505597,2
uni,19,-0.07227675184133087,-4.582575694955841,0.0,0.0,-21.0,0.07227675184133087,0.0,0.0,0.33121368629843756,1
xmr,19,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,19,-0.05480727678447217,-4.582575694955839,0.0,0.0,-20.999999999999996,0.05480727678447217,0.0,0.0,0.25115849449923966,1
uni,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,20,0.07747054136556697,4.464755041246222,5.0,2.1902706920807606,44.17215092968003,0.03695282486249595,0.5,2.1902706920807606,0.36559357501696066,10
aave,20,0.06225447552670316,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.28528584645089305,1
uni,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,21,0.036961171606165966,1.9852242105471027,4.022021806910415,1.3841366733819382,11.741827686810131,0.07205274489631629,0.45454545454545453,1.3841366733819382,0.4261639115820971,11
aave,21,-0.024849497662176923,-4.58257569495584,0.0,0.0,-21.0,0.024849497662176923,0.0,0.0,0.11387470401855394,1
uni,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,22,-0.005120294242898171,-0.11078158716729647,-0.19993649997442928,0.9809043944376814,-0.5836914973882329,0.07205274489631629,0.4,0.9809043944376814,0.3796350606166312,10
aave,22,0.03818735475105095,4.582575694955839,5.0,10.0,0.0,0.0,1.0,10.0,0.17499644373682255,1
uni,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,23,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,23,-0.14732759147852503,-5.002674970535448,-2.2280926195094324,0.0,-22.830369962206035,0.1370211811579385,0.0,0.0,0.625314312226718,2
uni,24,0.0011920153682682955,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.0054625006546401254,1
xmr,24,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,24,-0.007895872981138474,-0.22431900134690488,-0.1863382155664333,0.9356577921797306,-1.6417883609485933,0.05552952417351419,0.3333333333333333,0.9356577921797306,0.4064199908598027,3
uni,25,0.043754762104069256,2.902854987370369,0.0,3.0571213044222327,43.19954739286671,0.021948460784343295,0.6666666666666666,3.0571213044222327,0.32663139425804893,3
xmr,25,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,25,-0.002830871604509122,-0.010063575760066829,-0.026394985144340025,0.9973211430998565,-0.07022677370951519,0.05070770746096666,0.25,0.9973211430998565,0.35385421465401207,4
uni,26,-0.04485262263235534,-6.572084317254392,-5.0,0.025618580296953297,-20.702052181823458,0.04598981743146149,0.3333333333333333,0.025618580296953297,0.14486783101656858,3
xmr,26,0.03483016477935985,1.8975169789988502,3.8089954511395545,1.3637908772681782,11.119921868718112,0.07205274489631629,0.45454545454545453,1.3637908772681782,0.42224702205112674,11
aave,26,-0.002830871604509122,-0.010063575760066829,-0.026394985144340025,0.9973211430998565,-0.07022677370951519,0.05070770746096666,0.25,0.9973211430998565,0.35385421465401207,4
uni,27,0.008422088464083544,0.6539763416590186,1.8177756706082016,1.1974800074539338,4.220641879976675,0.055056981188628555,0.4,1.1974800074539338,0.3553275337152391,5
xmr,27,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,27,-0.0067838227155669895,-0.24500313452994632,-0.4959769566003768,0.9385451590317909,-1.5936716445409524,0.05447086650355441,0.2,0.9385451590317909,0.35431659095643026,5
uni,28,0.008422088464083544,0.6539763416590186,1.8177756706082016,1.1974800074539338,4.220641879976675,0.055056981188628555,0.4,1.1974800074539338,0.3553275337152391,5
xmr,28,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,28,-0.06121929665081027,-2.856539903972159,-4.000719233550492,0.5171620428311107,-11.644835272119407,0.10629274343087623,0.16666666666666666,0.5171620428311107,0.43330796329959814,6
uni,29,-0.06446338457515166,-2.6292925252401447,-2.9344830157339286,0.5229438614413622,-10.420674562702796,0.12335439326345612,0.3333333333333333,0.5229438614413622,0.48889044324222924,6
xmr,29,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,29,-0.06121929665081027,-2.856539903972159,-4.000719233550492,0.5171620428311107,-11.644835272119407,0.10629274343087623,0.16666666666666666,0.5171620428311107,0.43330796329959814,6
uni,30,0.00722146499855536,0.5834928667307149,1.6219586056276085,1.1762067799169866,3.7659797791275076,0.055056981188628756,0.25,1.1762067799169866,0.3553487791854525,4
xmr,30,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,30,-0.027556511877100842,-0.830653481461388,-1.63425123685477,0.8534180690226785,-4.25482434756484,0.10629274343087623,0.25,0.8534180690226785,0.5444592273585476,8
uni,31,-0.1233543932634561,-7.9390497987142705,-5.0,0.0,-21.843707103712138,0.1233543932634561,0.0,0.0,0.3394004704239837,4
xmr,31,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,31,-0.08454752554398282,-3.9833744917437515,-5.0,0.4296921212485225,-13.693294501949966,0.12850091981366127,0.14285714285714285,0.4296921212485225,0.4417362571425322,7
uni,32,-0.1233543932634561,-7.9390497987142705,-5.0,0.0,-21.843707103712138,0.1233543932634561,0.0,0.0,0.3394004704239837,4
xmr,32,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,32,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,33,-0.10368158365195645,-6.615649443993509,-4.29388626086084,0.0,-21.542876577095008,0.10368158365195645,0.0,0.0,0.33762362695317577,3
xmr,33,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,33,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,34,-0.09649477832300923,-6.249525999107285,-3.7961453528691425,0.0,-21.44528060002085,0.09649477832300923,0.0,0.0,0.3311223279764482,3
xmr,34,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,34,-0.17713492458312452,-4.202989041160221,-5.0,0.4818445686714818,-17.050577628690863,0.21664294285795446,0.2727272727272727,0.4818445686714818,0.8788715075706945,11
uni,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,35,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,35,-0.1705859768072192,-4.612501044179673,-4.749055947346862,0.36927156257286425,-21.1196703026883,0.1705859768072192,0.25,0.36927156257286425,0.781077240725317,8
uni,36,0.0013745568038689981,4.582575694955841,5.0,10.0,0.0,0.0,1.0,10.0,0.006299010600746252,1
xmr,36,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,36,-0.21664294285795438,-5.96822645392421,-5.0,0.3066650537324356,-22.01243914601488,0.21664294285795438,0.2222222222222222,0.3066650537324356,0.7990379776790654,9
uni,37,-0.11468959996126371,-4.58257569495584,0.0,0.0,-21.000000000000004,0.11468959996126371,0.0,0.0,0.5255737732466954,1
xmr,37,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,37,-0.1571417080837605,-3.7272900023072797,-4.345349376412177,0.4987002680465076,-16.16959949252509,0.19851047654631382,0.3333333333333333,0.4987002680465076,0.861171225967721,9
uni,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,38,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,38,-0.16720782234859666,-4.029332668795646,-4.850065735993837,0.4799029960471662,-17.43300613252158,0.1985104765463139,0.3,0.4799029960471662,0.8588604216777276,10
uni,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,39,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,39,-0.07747229722633209,-1.6265984424489681,-1.4710809089707213,0.7034641472803344,-7.320166110090721,0.18494198434005946,0.5,0.7034641472803344,0.8322927225116321,6
uni,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,40,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,40,-0.17625541061993177,-4.939522311071376,-4.892053342942809,0.33413784907021304,-17.34339202151732,0.21668604945587455,0.2857142857142857,0.33413784907021304,0.7608167074949401,7
uni,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,41,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,41,-0.1357109399401848,-3.6221027944209863,-3.084029126731582,0.4058214716439045,-14.9297575488604,0.18494198434005948,0.4,0.4058214716439045,0.7623027681751944,5
uni,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,42,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,42,-0.17080200927919065,-5.0395832705124795,-3.975401035014268,0.22914558492299777,-17.240263545511734,0.21150030935731634,0.2,0.22914558492299777,0.7235362286030047,5
uni,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,43,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,43,-0.1422174251456637,-4.073765675140061,-3.190647941589328,0.2690677869366998,-15.974969348642313,0.1843187001413522,0.3333333333333333,0.2690677869366998,0.7227920847554542,3
uni,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,44,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,45,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,45,-0.024849497662176923,-4.58257569495584,0.0,0.0,-21.0,0.024849497662176923,0.0,0.0,0.11387470401855394,1
uni,46,0.0011920153682682955,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.0054625006546401254,1
xmr,46,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,47,0.06717766932926961,4.67238082811028,5.0,10.0,0.0,0.0,1.0,10.0,0.30157671220794247,2
xmr,47,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,47,-0.1370211811579385,-4.58257569495584,0.0,0.0,-21.0,0.1370211811579385,0.0,0.0,0.62790993446851,1
uni,48,0.043754762104069256,2.902854987370369,0.0,3.0571213044222327,43.19954739286671,0.021948460784343295,0.6666666666666666,3.0571213044222327,0.32663139425804893,3
xmr,48,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,49,0.01809836314988389,1.2286116263438007,5.0,1.4420819629590313,9.392629704094707,0.045989817431461515,0.5,1.4420819629590313,0.3515881797229239,4
xmr,49,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,50,0.008422088464083544,0.6539763416590186,1.8177756706082016,1.1974800074539338,4.220641879976675,0.055056981188628555,0.4,1.1974800074539338,0.3553275337152391,5
xmr,50,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,51,-0.06446338457515166,-2.6292925252401447,-2.9344830157339286,0.5229438614413622,-10.420674562702796,0.12335439326345612,0.3333333333333333,0.5229438614413622,0.48889044324222924,6
xmr,51,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,52,-0.06446338457515166,-2.6292925252401447,-2.9344830157339286,0.5229438614413622,-10.420674562702796,0.12335439326345612,0.3333333333333333,0.5229438614413622,0.48889044324222924,6
xmr,52,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,53,-0.08014281271328272,-3.335402251777482,-4.149112060319344,0.46252863804462585,-11.861137329200343,0.1380468185163062,0.2857142857142857,0.46252863804462585,0.49091298400620664,7
xmr,53,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,54,-0.08014281271328272,-3.335402251777482,-4.149112060319344,0.46252863804462585,-11.861137329200343,0.1380468185163062,0.2857142857142857,0.46252863804462585,0.49091298400620664,7
xmr,54,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,55,-0.06117718907088321,-2.380149510625624,-3.051955902615964,0.6046530265368408,-8.724678330525824,0.1380468185163062,0.375,0.6046530265368408,0.5060245504454327,8
xmr,55,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,56,-0.18452148265563117,-5.773266845858947,-5.0,0.2636038078459666,-17.031687996936945,0.23585496512787404,0.3333333333333333,0.2636038078459666,0.6957946489980308,9
xmr,56,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,57,-0.16885040169085275,-5.073143954991813,-5.0,0.3376855343529988,-16.335351893940153,0.221170361602926,0.3333333333333333,0.3376855343529988,0.7121610814411862,9
xmr,57,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,58,-0.2023435088367308,-6.472644787864002,-5.0,0.2431468385751454,-17.722692248924346,0.25255511421579574,0.3,0.2431468385751454,0.6915189558263353,10
xmr,58,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,59,-0.16885040169085275,-5.073143954991813,-5.0,0.3376855343529988,-16.335351893940153,0.221170361602926,0.3333333333333333,0.3376855343529988,0.7121610814411862,9
xmr,59,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,60,-0.18589742023036515,-5.695438773887789,-5.0,0.31636044202832003,-17.048601073775036,0.23714428893428274,0.36363636363636365,0.31636044202832003,0.7098624951427288,11
xmr,60,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,61,-0.1686988630863241,-5.067108967841343,-5.0,0.33838826610118605,-16.39738905890711,0.22009981602441264,0.3333333333333333,0.33838826610118605,0.7122527536019578,9
xmr,61,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,62,-0.23714428893428285,-9.262864783004925,-5.0,0.07809459159413445,-22.99047407715739,0.23714428893428285,0.2222222222222222,0.07809459159413445,0.5885932435603225,9
xmr,62,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,63,-0.20672997381654246,-7.684296127716619,-5.0,0.09053934601243345,-22.4407984046489,0.20672997381654246,0.2857142857142857,0.09053934601243345,0.6037229161278957,7
xmr,63,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,64,-0.20646851635549535,-7.3636235144093405,-5.0,0.15284014605818697,-19.59249043784448,0.23578169880125768,0.3333333333333333,0.15284014605818697,0.6273474832251683,9
xmr,64,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,65,-0.14782347144351604,-4.3407976766804435,-4.312694797235694,0.373129166165751,-15.36096395204158,0.20146705366119189,0.375,0.373129166165751,0.7129399661815705,8
xmr,65,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,66,0.03786738721304972,2.033196989166253,5.0,1.482344371013129,13.84906241318017,0.06227437229599691,0.5555555555555556,1.482344371013129,0.4241800835159303,9
xmr,66,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,66,-0.011942831151308675,-4.58257569495584,0.0,0.0,0.0,0.0,0.0,0.0,0.05472892776294861,1
uni,67,-0.09742799733822904,-3.044009321881421,-2.32365562612593,0.42472471455017563,-12.627081738998696,0.15424391963800624,0.5,0.42472471455017563,0.6398306887604602,6
xmr,67,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,67,0.06313103501639006,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.28930274666351513,1
uni,68,-0.12658535401033688,-4.115240580026849,-3.8561503975338627,0.34937371453430865,-14.570114251759602,0.1805902664547353,0.2857142857142857,0.34937371453430865,0.6393844451699191,7
xmr,68,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,68,-0.050707707460966644,-6.740045316968207,-5.0,0.0,-21.26921870199136,0.050707707460966644,0.0,0.0,0.16001573715665063,2
uni,69,-0.23995311528864638,-9.694199365011348,-5.0,0.0045006401056778165,-22.988293281973366,0.24085802419050886,0.14285714285714285,0.0045006401056778165,0.5711575232702646,7
